TIPO_PRODUTO,NOME_PRODUTO,DATA_FINALIZACAO_PROCESSO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,NUMERO_PROCESSO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,SITUACAO_REGISTRO,PRINCIPIO_ATIVO,NOME-PRODUTO
MEDICAMENTO,NITRATO DE ISOCONAZOL,19/01/2009,GENERICO,105350151.0,01/01/2029,25351173080200828,ANTIMICOTICOS PARA USO TOPICO,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,NITRATO DE ISOCONAZOL,NITRATO DE ISOCONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,14/04/2000,GENERICO,103700296.0,01/04/2030,253510046160000,ANTIMICOTICOS PARA USO TOPICO,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,19/05/2000,GENERICO,103700304.0,01/05/2025,253510054520010,ANTIMICOTICOS PARA USO TOPICO,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,06/12/2001,GENERICO,102980293.0,01/12/2026,253510273260161,ANTIMICOTICOS PARA USO TOPICO,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,20/02/2006,GENERICO,154230055.0,01/02/2026,25351355079200577,ANTIMICOTICOS PARA USO TOPICO,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,22/05/2006,GENERICO,143810101.0,01/05/2026,25351251977200557,ANTIMICOTICOS PARA USO TOPICO,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,26/07/2010,GENERICO,113430178.0,01/07/2025,25351175732200919,ANTIMICOTICOS PARA USO TOPICO,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,23/08/2010,GENERICO,113430179.0,01/08/2025,25351383105200944,PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,09/01/2012,GENERICO,155840140.0,01/06/2029,25351535138201132,ANTIMICOTICOS PARA USO TOPICO,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,03/02/2014,GENERICO,148960002.0,01/02/2029,25351756737201110,ANTIMICOTICOS PARA USO TOPICO,03108098000193 - BLISFARMA INDÚSTRIA FARMACÊUTICA LTDA - ME,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE MICONAZOL,09/01/2017,GENERICO,104810123.0,01/01/2027,25351623042201478,ANTIMICOTICOS PARA USO TOPICO,48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA,VÁLIDO,NITRATO DE MICONAZOL,NITRATO DE MICONAZOL
MEDICAMENTO,NITRATO DE OXICONAZOL,18/10/2004,GENERICO,125680116.0,01/10/2029,25351001244200492,ANTIMICOTICOS PARA USO TOPICO,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,NITRATO DE OXICONAZOL,NITRATO DE OXICONAZOL
MEDICAMENTO,NITRAZEPAM (PORT 344/98 LISTA B1),19/08/2004,GENERICO,105830362.0,01/08/2029,25351062362200477,ANSIOLITICOS SIMPLES,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,NITRAZEPAM,NITRAZEPAM (PORT 344/98 LISTA B1)
MEDICAMENTO,NITRENCORD,24/12/2018,SIMILAR,105730563.0,01/11/2028,25351691227201839,ANTI-HIPERTENSIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,NITRENDIPINO,NITRENCORD
MEDICAMENTO,NITRENDIPINO,24/12/2018,GENERICO,105730549.0,01/09/2028,25351688307201815,ANTI-HIPERTENSIVOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,NITRENDIPINO,NITRENDIPINO
MEDICAMENTO,NITROFEN,03/06/2003,SIMILAR,103700443.0,01/06/2028,25351171734200293,NITROFURANICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,NITROFURANTOINA,NITROFEN
MEDICAMENTO,NITROFURANTOINA,12/03/2012,GENERICO,103700579.0,01/03/2027,25351801570201036,NITROFURANICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,NITROFURANTOINA,NITROFURANTOINA
MEDICAMENTO,NITROP,10/12/2001,SIMILAR,103870012.0,01/08/2026,2599100866980,ANTI-HIPERTENSIVOS SIMPLES,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,VÁLIDO,NITROPRUSSETO DE SODIO,NITROP
MEDICAMENTO,NITROPRUS,16/01/1998,SIMILAR,102980218.0,01/01/2028,250000135519798,VASODILATADORES,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,NITROPRUSSETO DE SODIO DI-HIDRATADO,NITROPRUS
MEDICAMENTO,NIULIVA,04/09/2017,BIOLOGICO,136410010.0,01/09/2027,25351341468201089,IMUNOGLOBULINAS,02513899000171 - GRIFOLS BRASIL LTDA,VÁLIDO,IMUNOGLOBULINA HUMANA ANTI-HEPATITE B,NIULIVA
MEDICAMENTO,NIXE,04/04/2022,SIMILAR,103900223.0,01/04/2032,25351620217202114,AGENTES ANTITROMBÓTICOS,33349473000158 - FARMOQUÍMICA S/A,VÁLIDO,RIVAROXABANA,NIXE
MEDICAMENTO,NIZORAL,15/09/1994,NOVO,112360016.0,01/06/2030,2599100490780,ANTIMICOTICO,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,VÁLIDO,CETOCONAZOL,NIZORAL
MEDICAMENTO,NIZORETIC,27/12/2001,SIMILAR,109680063.0,01/12/2011,253510237340126,ANTI-FUNGICOS,43521129000158 - LABORATÓRIO KINDER LTDA,VÁLIDO,CETOCONAZOL,NIZORETIC
MEDICAMENTO,NIZUIL GEL,15/09/2008,SIMILAR,118190069.0,01/09/2028,25351056818200893,ANTINFLAMATORIOS,92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,VÁLIDO,NIMESULIDA,NIZUIL GEL
MEDICAMENTO,NOAZY,13/04/2020,GENERICO,182610005.0,01/04/2030,25351573537201953,AGENTES ANTINEOPLÁSICOS,08157293000127 - NATCOFARMA DO BRASIL LTDA,VÁLIDO,LETROZOL,NOAZY
MEDICAMENTO,NOCICLIN,07/11/2001,SIMILAR,102350484.0,01/10/2026,2599100292178,ANTICONCEPCIONAIS,57507378000365 - EMS S/A,VÁLIDO,ETINILESTRADIOL +  LEVONORGESTREL,NOCICLIN
MEDICAMENTO,NOCON,20/10/2015,SIMILAR,103720255.0,01/10/2025,25351674228201239,ANTICONVULSIVANTES,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,VÁLIDO,LAMOTRIGINA,NOCON
MEDICAMENTO,NOCTAL,29/05/2002,NOVO,105530045.0,01/09/2029,2599100384178,ANSIOLITICOS SIMPLES,56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,VÁLIDO,ESTAZOLAM,NOCTAL
MEDICAMENTO,NOCTIDEN,22/06/2001,SIMILAR,109740129.0,01/06/2026,253510159820021,HIPNOTICOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,HEMITARTARATO DE ZOLPIDEM,NOCTIDEN
MEDICAMENTO,NOEX,16/02/2004,SIMILAR,100430036.0,01/02/2029,25351037254200385,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,BUDESONIDA MICRONIZADA,NOEX
MEDICAMENTO,NOFEBRIN,02/05/2017,SIMILAR,167730548.0,01/05/2027,25351072025201711,ANALGESICOS NAO NARCOTICOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,DIPIRONA,NOFEBRIN
MEDICAMENTO,NOGRIPE,19/12/2001,SIMILAR,103700345.0,01/12/2026,250000058119832,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CAFEINA +  DIPIRONA +  MALEATO DE CLORFENAMINA,NOGRIPE
MEDICAMENTO,NOLAPROST,02/01/2017,SIMILAR,167730499.0,01/01/2027,25351502340201697,PROSTAGLANDINAS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,LATANOPROSTA,NOLAPROST
MEDICAMENTO,NOLIPO,27/10/2008,SIMILAR,103700519.0,01/10/2028,25351266377200836,ANOREXICOS SIMPLES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,NOLIPO
MEDICAMENTO,NOLVADEX,07/06/2001,NOVO,116180036.0,01/04/2026,2599202003275,ANTINEOPLASICO,60318797000100 - ASTRAZENECA DO BRASIL LTDA,VÁLIDO,CITRATO DE TAMOXIFENO,NOLVADEX
MEDICAMENTO,NOOTRON,24/12/2018,SIMILAR,105730546.0,01/07/2025,25351687979201803,NEUROPSICOESTIMULANTES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,PIRACETAM,NOOTRON
MEDICAMENTO,NOOTROPIL,03/02/2020,NOVO,183260420.0,01/02/2025,25351627511201932,NEUROPSICOESTIMULANTES,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,PIRACETAM,NOOTROPIL
MEDICAMENTO,NOPASURE,23/04/2021,SIMILAR,165070013.0,01/04/2031,25351692662201961,ANESTÉSICOS LOCAIS,24633934000129 - CAMBER FARMACEUTICA LTDA,VÁLIDO,CLORIDRATO DE LIDOCAINA,NOPASURE
MEDICAMENTO,NOPROSIL,17/09/2018,SIMILAR,103110166.0,01/03/2028,25351171093201834,ANTIEMETICOS E ANTINAUSEANTES,01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,VÁLIDO,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO,NOPROSIL
MEDICAMENTO,NORADOP,14/05/2018,SIMILAR,126750318.0,01/05/2028,25351172800201818,ANTITABAGICO,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,CLORIDRATO DE BUPROPIONA,NORADOP
MEDICAMENTO,NORADREM,22/07/1999,SIMILAR,113430066.0,01/07/2029,250000086589902,VASOCONSTRITORES E HIPERTENSORES,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,HEMITARTARATO DE NOREPINEFRINA,NORADREM
MEDICAMENTO,NORDETTE,09/01/2003,NOVO,121100001.0,01/04/2025,2599200081275,ANTICONCEPCIONAIS,61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,ETINILESTRADIOL +  LEVONORGESTREL MICRONIZADO,NORDETTE
MEDICAMENTO,NORDITROPIN,04/09/1991,BIOLOGICO,117660006.0,01/06/2026,250000015299065,HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,VÁLIDO,SOMATROPINA,NORDITROPIN
MEDICAMENTO,NOREGYNA,06/07/2020,SIMILAR,115600224.0,01/10/2035,25351144007202035,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,VÁLIDO,ENANTATO DE NORETISTERONA +  VALERATO DE ESTRADIOL,NOREGYNA
MEDICAMENTO,NORELBIN,21/09/1998,SIMILAR,100430650.0,01/09/2028,250000094179700,ANTINEOPLASICO,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,VINORELBINA,NORELBIN
MEDICAMENTO,NORESTIN,08/05/2000,SIMILAR,109740101.0,01/05/2025,250000147449919,ANTICONCEPCIONAIS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,NORETISTERONA,NORESTIN
MEDICAMENTO,NORETISTERONA,06/08/2018,GENERICO,109740262.0,01/08/2028,25351114936201803,ANTICONCEPCIONAIS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,NORETISTERONA,NORETISTERONA
MEDICAMENTO,NORF,12/12/2016,SIMILAR,135690695.0,01/12/2026,25351384749201534,ANTIBIOTICOS SISTEMICOS SIMPLES,00923140000131 - EMS SIGMA PHARMA LTDA,VÁLIDO,NORFLOXACINO,NORF
MEDICAMENTO,NORFLOXACINO,12/06/2001,GENERICO,123520065.0,01/06/2026,253510062420185,ANTIBIOTICOS SISTEMICOS SIMPLES,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,11/04/2002,SIMILAR,102690064.0,01/04/2007,253510147710161,ANTIBIOTICOS SISTEMICOS SIMPLES,60420692000159 - INSTITUTO NACIONAL DE QUIMIOTERAPIA LIMITADA,VÁLIDO,NAN,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,13/11/2006,GENERICO,125680154.0,01/11/2026,25351317270200511,ANTIBIOTICOS SISTEMICOS SIMPLES,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,15/10/2007,GENERICO,100470435.0,01/10/2027,25351358525200503,ANTIBIOTICOS SISTEMICOS SIMPLES,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,03/08/2009,GENERICO,105350164.0,01/08/2029,25351464061200816,ANTIBIOTICOS SISTEMICOS SIMPLES,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,19/10/2009,GENERICO,117170073.0,01/10/2029,25351470005200811,ANTIBIOTICOS SISTEMICOS SIMPLES,25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,10/08/2015,GENERICO,143810170.0,01/08/2025,25351335477201149,ANTIBIOTICOS SISTEMICOS SIMPLES,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO,03/11/2015,GENERICO,109170100.0,01/11/2025,25351759994201429,ANTINFECCIOSOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,VÁLIDO,NORFLOXACINO,NORFLOXACINO
MEDICAMENTO,NORFLOXACINO 400 MG,05/07/2004,GENERICO,105830309.0,01/07/2029,25351026236200378,ANTIBIOTICOS SISTEMICOS SIMPLES,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,NORFLOXACINO,NORFLOXACINO 400 MG
MEDICAMENTO,NORIDERM,15/07/2019,GENERICO,102351303.0,01/07/2029,25351452782201502,ANTIMICOTICO,57507378000365 - EMS S/A,VÁLIDO,CETOCONAZOL,NORIDERM
MEDICAMENTO,NORIPURUM,13/01/2000,ESPECIFICO,106390099.0,01/07/2029,2599200266968,ANTIANEMICOS SIMPLES,60397775000174 - TAKEDA PHARMA LTDA.,VÁLIDO,FERRIPOLIMALTOSE,NORIPURUM
MEDICAMENTO,NORIPURUM EV,05/07/2010,ESPECIFICO,106390255.0,01/07/2025,25351522801200918,ANTIANEMICOS SIMPLES,60397775000174 - TAKEDA PHARMA LTDA.,VÁLIDO,SACARATO DE HIDROXIDO FERRICO,NORIPURUM EV
MEDICAMENTO,NORIPURUM FÓLICO,21/09/1998,ESPECIFICO,106390131.0,01/07/2029,2500102182984,ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS,60397775000174 - TAKEDA PHARMA LTDA.,VÁLIDO,FERRIPOLIMALTOSE +  ACIDO FOLICO,NORIPURUM FOLICO
MEDICAMENTO,NORMACICLO,12/01/2004,FITOTERAPICO,144930039.0,01/01/2029,25351049190200365,FITOTERAPICO SIMPLES + OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,VÁLIDO,VITEX AGNUS-CASTUS L.,NORMACICLO
MEDICAMENTO,NORMASTIG,07/08/2017,SIMILAR,104971406.0,01/05/2028,25351182380201734,ANTIMIASTENICOS E DESCURARIZANTES,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,METILSULFATO DE NEOSTIGMINA,NORMASTIG
MEDICAMENTO,NORPATCH,30/09/2019,SIMILAR,191980011.0,01/09/2029,25351854338201862,ANALGESICOS NARCOTICOS,15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,VÁLIDO,BUPRENORFINA,NORPATCH
MEDICAMENTO,NORTISORO,14/01/2019,SIMILAR,157400003.0,01/01/2029,25351717783201761,DESCONGESTIONANTES NASAIS TOPICOS,05127216000136 - NORTIS FARMACEUTICA LTDA EPP,VÁLIDO,CLORIDRATO DE NAFAZOLINA,NORTISORO
MEDICAMENTO,NORTLID,22/10/2018,SIMILAR,157400001.0,01/10/2028,25351717715201701,ANTINFLAMATORIOS,05127216000136 - NORTIS FARMACEUTICA LTDA EPP,VÁLIDO,NIMESULIDA,NORTLID
MEDICAMENTO,NORVASC,26/07/2021,NOVO,188300080.0,01/08/2027,25351574091202107,ANTI-HIPERTENSIVOS SIMPLES + ANTIANGINOSOS E VASODILATADORES,11643096000122 - MYLAN LABORATORIOS LTDA,VÁLIDO,BESILATO DE ANLODIPINO,NORVASC
MEDICAMENTO,NORVIR,27/10/2014,NOVO,198600009.0,01/04/2026,25351068663201458,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),15800545000150 - ABBVIE FARMACÊUTICA LTDA.,VÁLIDO,RITONAVIR,NORVIR
MEDICAMENTO,NORVIR,03/09/2018,NOVO,198600015.0,01/09/2028,25351585001201606,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),15800545000150 - ABBVIE FARMACÊUTICA LTDA.,VÁLIDO,RITONAVIR,NORVIR
MEDICAMENTO,NORXACIN,16/01/1998,SIMILAR,105350097.0,01/01/2028,250000310759713,ANTIBIOTICOS SISTEMICOS SIMPLES,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,NORFLOXACINO,NORXACIN
MEDICAMENTO,NOSINT,15/04/2019,SIMILAR,105730711.0,01/04/2028,25351011937201970,BLOQUEADOR NEUROMUSCULAR,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,BESILATO DE CISATRACURIO,NOSINT
MEDICAMENTO,NOSTIL,05/11/2018,SIMILAR,102980492.0,01/08/2026,25351656851201890,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,OFLOXACINO,NOSTIL
MEDICAMENTO,NOTUSS TSS,08/07/2013,SIMILAR,105730449.0,01/07/2028,25351125673201239,ANTITUSSIGENOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,DROPROPIZINA,NOTUSS TSS
MEDICAMENTO,NOURIN,26/08/2019,SIMILAR,103720286.0,01/08/2029,25351275758201969,ANTIESPASMODICOS,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,VÁLIDO,CLORIDRATO DE OXIBUTININA,NOURIN
MEDICAMENTO,NOVABUPI,13/05/1996,NOVO,102980160.0,01/05/2026,250000053269615,ANESTESICOS LOCAIS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,CLORIDRATO DE LEVOBUPIVACAINA +  HEMITARTARATO DE EPINEFRINA,NOVABUPI
MEDICAMENTO,NOVABUPI (SEM VASOCONSTRITOR),13/01/2003,SIMILAR,102980315.0,01/01/2028,25351197755200239,ANESTESICOS LOCAIS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,CLORIDRATO DE LEVOBUPIVACAINA,NOVABUPI (SEM VASOCONSTRITOR)
MEDICAMENTO,NOVACORT,23/02/2001,NOVO,105730012.0,01/05/2025,2599100369980,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA,NOVACORT
MEDICAMENTO,NOVALFEM,17/02/2020,SIMILAR,183260434.0,01/05/2025,25351627212201906,ANALGESICOS NAO NARCOTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,IBUPROFENO,NOVALFEM
MEDICAMENTO,NOVALGINA,10/06/2019,NOVO,183260351.0,01/04/2028,25351189946201975,ANALGESICOS NAO NARCOTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,DIPIRONA MONOIDRATADA,NOVALGINA
MEDICAMENTO,NOVAMICIN,23/11/2020,SIMILAR,100410188.0,01/02/2028,25351936074202089,ANTIBIOTICOS SISTEMICOS SIMPLES,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,CLORIDRATO DE VANCOMICINA,NOVAMICIN
MEDICAMENTO,NOVAMOX,09/08/2001,SIMILAR,105730210.0,01/02/2027,2500000359085,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,AMOXICILINA +  CLAVULANATO DE POTASSIO,NOVAMOX
MEDICAMENTO,NOVANLO,05/09/2011,NOVO,109740219.0,01/09/2026,25351041544201163,ANTI-HIPERTENSIVOS SIMPLES,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,VÁLIDO,BESILATO DE LEVANLODIPINO,NOVANLO
MEDICAMENTO,NOVANOITE,05/07/2021,FITOTERAPICO,183260481.0,01/07/2031,25351393102202061,ANSIOLITICOS SIMPLES,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,PASSIFLORA INCARNATA L.,NOVANOITE
MEDICAMENTO,NOVASOPT,23/01/2017,SIMILAR,126750264.0,01/01/2027,25351463992201607,ANTIGLAUCOMATOSOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,NOVASOPT
MEDICAMENTO,NOVASUTIN,29/09/1999,SIMILAR,116370017.0,01/09/2029,250000193169982,ANTIMICOTICO,58430828000160 - BLAU FARMACÊUTICA S.A.,VÁLIDO,ANFOTERICINA B +  CLORIDRATO DE TETRACICLINA,NOVASUTIN
MEDICAMENTO,NOVO RINO,31/07/2017,SIMILAR,104400183.0,01/08/2029,25351131849201701,DESCONGESTIONANTES NASAIS TOPICOS,33173097000274 - CELLERA FARMACÊUTICA S.A.,VÁLIDO,CLORIDRATO DE NAFAZOLINA,NOVO RINO
MEDICAMENTO,NOVOCILIN,09/03/1988,SIMILAR,105730076.0,01/12/2028,2599201797273,ANTIBIOTICOS SISTEMICOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,AMOXICILINA TRI-HIDRATADA +  AMOXICILINA TRIHIDRATADA,NOVOCILIN
MEDICAMENTO,NOVOFER,03/11/2008,ESPECIFICO,105730374.0,01/11/2028,25351174285200740,ANTIANEMICOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,FERROCARBONILA,NOVOFER
MEDICAMENTO,NOVOFER PED,24/11/2008,ESPECIFICO,105730375.0,01/11/2028,25351718699200874,ANTIANEMICOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,GLICINATO FERRICO,NOVOFER PED
MEDICAMENTO,NOVOLIN R,03/08/1992,SIMILAR,117660003.0,01/04/2026,2500101192587,ANTIDIABETICOS,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,VÁLIDO,INSULINA HUMANA,NOVOLIN R
MEDICAMENTO,NOVOMIX 30,23/04/2002,NOVO,117660017.0,01/04/2027,253510266260160,ANTIDIABETICOS,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,VÁLIDO,INSULINA ASPARTE,NOVOMIX 30
MEDICAMENTO,NOVOPHOS,02/08/2021,ESPECIFICO,164000014.0,01/08/2031,25351474025201913,NUTRIENTES PARENTERAIS,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,VÁLIDO,GLICEROFOSFATO DE SODIO,NOVOPHOS
MEDICAMENTO,NOVOPRAZOL,15/09/2014,SIMILAR,105350178.0,01/09/2029,25351225576201388,ANTIULCEROSOS,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,OMEPRAZOL,NOVOPRAZOL
MEDICAMENTO,NOVORAPID,28/12/2000,BIOLOGICO,117660016.0,01/12/2025,253510102980062,ANTIDIABETICOS,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,VÁLIDO,INSULINA ASPARTE,NOVORAPID
MEDICAMENTO,NOVOSIL,05/04/1999,SIMILAR,113430052.0,01/04/2029,250000133358884,ANTIEMETICOS E ANTINAUSEANTES,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,METOCLOPRAMIDA,NOVOSIL
MEDICAMENTO,NOVOSORO H,07/07/2008,ESPECIFICO,105350144.0,01/07/2028,25351235380200816,PRODUTO PARA O APARELHO RESPIRATORIO,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,CLORETO DE SODIO,NOVOSORO H
MEDICAMENTO,NOVOSORO NF,19/01/2009,SIMILAR,105350152.0,01/01/2029,25351261693200811,DESCONGESTIONANTES NASAIS TOPICOS,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,CLORIDRATO DE NAFAZOLINA,NOVOSORO NF
MEDICAMENTO,NOVOTRAM,10/07/2017,SIMILAR,178170843.0,01/07/2027,25351303085201782,ANALGESICOS NARCOTICOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,VÁLIDO,CLORIDRATO DE TRAMADOL,NOVOTRAM
