TIPO_PRODUTO,NOME_PRODUTO,DATA_FINALIZACAO_PROCESSO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,NUMERO_PROCESSO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,SITUACAO_REGISTRO,PRINCIPIO_ATIVO,NOME-PRODUTO
MEDICAMENTO,FOSFATO DE CLINDAMICINA,17/06/2003,GENERICO,113430103.0,01/06/2028,25351010098200313,ANTIBIOTICOS SISTEMICOS SIMPLES,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,FOSFATO DE CLINDAMICINA,FOSFATO DE CLINDAMICINA
MEDICAMENTO,FOSFATO DE CLINDAMICINA,22/07/2004,GENERICO,104970284.0,01/07/2029,25351028904200482,ANTIBIOTICOS SISTEMICOS SIMPLES,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,FOSFATO DE CLINDAMICINA,FOSFATO DE CLINDAMICINA
MEDICAMENTO,FOSFATO DE POTÁSSIO,19/04/2010,ESPECIFICO,164000003.0,01/04/2025,25351098183200989,ELETROLITOS SIMPLES,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,VÁLIDO,FOSFATO DE POTASSIO DIBASICO +  FOSFATO DE POTASSIO MONOBASICO,FOSFATO DE POTASSIO
MEDICAMENTO,FOSFATO DE POTÁSSIO,09/07/2012,ESPECIFICO,110850040.0,01/07/2027,25351555809201158,ELETROLITOS SIMPLES,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,VÁLIDO,FOSFATO DE POTASSIO DIBASICO +  FOSFATO DE POTASSIO MONOBASICO,FOSFATO DE POTASSIO
MEDICAMENTO,FOSFATO DISSODICO DE DEXAMETASONA,21/03/2000,GENERICO,103700287.0,01/03/2025,250000016140086,GLICOCORTICOIDES SISTEMICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,FOSFATO DISSODICO DE DEXAMETASONA,FOSFATO DISSODICO DE DEXAMETASONA
MEDICAMENTO,FOSFATO DISSODICO DE DEXAMETASONA,13/03/2002,GENERICO,103870047.0,01/03/2027,253510333640135,GLICOCORTICOIDES SISTEMICOS,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,VÁLIDO,FOSFATO DISSODICO DE DEXAMETASONA,FOSFATO DISSODICO DE DEXAMETASONA
MEDICAMENTO,FOSFATO DISSÓDICO DE BETAMENTASONA,14/12/2020,GENERICO,100410221.0,01/11/2025,25351936362202033,GLICOCORTICOIDES SISTEMICOS,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,FOSFATO DISSODICO DE BETAMETASONA,FOSFATO DISSODICO DE BETAMENTASONA
MEDICAMENTO,FOSFATO DISSÓDICO DE DEXAMETASONA,20/01/2005,GENERICO,113430114.0,01/01/2030,25351191630200467,GLICOCORTICOIDES SISTEMICOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,FOSFATO DISSODICO DE DEXAMETASONA,FOSFATO DISSODICO DE DEXAMETASONA
MEDICAMENTO,FOSFATO SODICO DE PREDNISOLONA,20/08/2018,SIMILAR,104971424.0,01/08/2028,25351455459201126,GLICOCORTICOIDES SISTEMICOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,FOSFATO SODICO DE PREDNISOLONA,FOSFATO SODICO DE PREDNISOLONA
MEDICAMENTO,FOSFATO SÓDICO DE PREDNISOLONA,30/04/2003,GENERICO,125680082.0,01/05/2028,25351219765200232,GLICOCORTICOIDES SISTEMICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,FOSFATO SODICO DE PREDNISOLONA,FOSFATO SODICO DE PREDNISOLONA
MEDICAMENTO,FOSFATO SÓDICO DE PREDNISOLONA,09/03/2011,GENERICO,102351022.0,01/03/2026,25351166695200916,GLICOCORTICOIDES SISTEMICOS,57507378000365 - EMS S/A,VÁLIDO,FOSFATO SODICO DE PREDNISOLONA,FOSFATO SODICO DE PREDNISOLONA
MEDICAMENTO,FOSFATO SÓDICO DE PREDNISOLONA,09/03/2011,GENERICO,105830720.0,01/03/2026,25351166771200974,GLICOCORTICOIDES SISTEMICOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,FOSFATO SODICO DE PREDNISOLONA,FOSFATO SODICO DE PREDNISOLONA
MEDICAMENTO,FOSMORYL,30/08/2021,SIMILAR,117170083.0,01/08/2031,25351600307201974,ANTIBIOTICOS SISTEMICOS SIMPLES,25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,VÁLIDO,FOSFOMICINA TROMETAMOL,FOSMORYL
MEDICAMENTO,FOSTAIR,22/02/2010,NOVO,100580114.0,01/02/2025,25351725879200837,ANTIASMATICOS,61363032000146 - CHIESI FARMACÊUTICA LTDA,VÁLIDO,DIPROPIONATO DE BECLOMETASONA +  FUMARATO DE FORMOTEROL DIIDRATADO,FOSTAIR
MEDICAMENTO,FOSTIMON-M,15/10/2012,BIOLOGICO,123610080.0,01/10/2027,25351193707201061,HORMONIO GONADOTROFICO,64711500000114 - UCB BIOPHARMA LTDA.,VÁLIDO,UROFOLITROPINA,FOSTIMON-M
MEDICAMENTO,FOTAX,13/12/2010,NAN,172870118.0,01/09/2011,25351245779201070,ANTINFECCIOSOS,02932074000191 - HYPERA S.A.,VÁLIDO,CEFOTAXIMA SODICA,FOTAX
MEDICAMENTO,FOXIS,27/06/2016,SIMILAR,105730491.0,01/06/2026,25351526256201588,ANTINFLAMATORIOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CELECOXIBE,FOXIS
MEDICAMENTO,FOZA,27/04/2020,SIMILAR,155370085.0,01/04/2030,25351089165201981,ANTIEMETICOS E ANTINAUSEANTES,64171697000146 - ACCORD FARMACÊUTICA LTDA,VÁLIDO,FOSAPREPITANTO DIMEGLUMINA,FOZA
MEDICAMENTO,FRANOL,23/03/2020,NOVO,183260449.0,01/04/2028,25351627113201916,ANTIASMATICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,SULFATO DE EFEDRINA +  TEOFILINA,FRANOL
MEDICAMENTO,FRAXIPARINA,05/06/2017,NAN,137640152.0,01/01/2028,25351594134201607,ANTITROMBOTICO,02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,NADROPARINA CALCICA,FRAXIPARINA
MEDICAMENTO,"FRAÇÃO ÁCIDA Ca ++ 3,0 MEQ/L 1:44",30/07/2018,ESPECIFICO,110850045.0,01/07/2028,25351542834201602,PRODUTOS PARA HEMODIALISE,06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,VÁLIDO,CLORETO DE MAGNESIO HEXAIDRATADO +  CLORETO DE POTASSIO +  CLORETO DE SODIO +  CLORETO DE CALCIO DIIDRATADO +  ACIDO ACETICO,"FRACAO ACIDA CA ++ 3,0 MEQ/L 1:44"
MEDICAMENTO,FRENOTOSSE,15/08/2005,SIMILAR,143810095.0,01/08/2025,25351016439200518,EXPECTORANTES,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,GUAIFENESINA,FRENOTOSSE
MEDICAMENTO,FRESOFLOX,19/03/2003,SIMILAR,100419940.0,01/03/2028,25351167227200255,ANTIBIOTICOS SISTEMICOS SIMPLES,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,CIPROFLOXACINO,FRESOFLOX
MEDICAMENTO,FRESOFOL,13/07/2000,SIMILAR,100419932.0,01/07/2025,250000223009911,ANESTESICOS GERAIS INJETAVEIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,PROPOFOL,FRESOFOL
MEDICAMENTO,FRESOLCAN,22/07/2002,SIMILAR,100419936.0,01/07/2027,253510011040245,ANTI-FUNGICOS,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,FLUCONAZOL,FRESOLCAN
MEDICAMENTO,FRISIUM,03/06/2019,NOVO,183260324.0,01/10/2029,25351190337201969,ANSIOLITICOS SIMPLES,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,CLOBAZAM,FRISIUM
MEDICAMENTO,FRIXOPEL,22/06/2004,ESPECIFICO,102350106.0,01/02/2028,2599200397460,ANALGESICOS NAO NARCOTICOS,57507378000365 - EMS S/A,VÁLIDO,CANFORA +  ESSENCIA DE TEREBENTINA +  MENTOL +  SALICILATO DE METILA,FRIXOPEL
MEDICAMENTO,FRONTAL,09/09/2019,NOVO,102160272.0,01/03/2025,25351422726201969,ANSIOLITICOS SIMPLES,46070868003699 - LABORATÓRIOS PFIZER LTDA,VÁLIDO,ALPRAZOLAM,FRONTAL
MEDICAMENTO,FRUSALT,01/09/2014,ESPECIFICO,143810164.0,01/09/2029,25351718166201285,ANTIACIDO,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,ACIDO CITRICO +  BICARBONATO DE SODIO +  CARBONATO DE SODIO,FRUSALT
MEDICAMENTO,FRUTAXX,24/10/2016,ESPECIFICO,104971402.0,01/10/2026,25351035929201565,ANTIACIDO,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,BICARBONATO DE SODIO +  CARBONATO DE SODIO +  ACIDO CITRICO,FRUTAXX
MEDICAMENTO,FRUTOSE 5%,08/08/1989,ESPECIFICO,100410028.0,01/08/2029,2599201373673,REIDRATANTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,VÁLIDO,FRUTOSE,FRUTOSE 5%
MEDICAMENTO,FRUTOVITAM,15/09/2000,ESPECIFICO,102980018.0,01/10/2029,2599100867879,POLIVITAMINICOS SEM MINERAIS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,ACETATO DE RACEALFATOCOFEROL +  CLORIDRATO DE PIRIDOXINA +  COLECALCIFEROL +  DEXPANTENOL +  NICOTINAMIDA +  PALMITATO DE RETINOL +  FOSFATO SODICO DE RIBOFLAVINA +  ACIDO ASCORBICO,FRUTOVITAM
MEDICAMENTO,FUCSIA FEM,31/10/2016,SIMILAR,126750221.0,01/10/2026,25351184852201586,ANTICONCEPCIONAIS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,DROSPIRENONA +  ETINILESTRADIOL,FUCSIA FEM
MEDICAMENTO,FUCSIA MINUS,17/10/2016,SIMILAR,126750206.0,01/10/2026,25351249486201518,ANTICONCEPCIONAIS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,DROSPIRENONA +  ETINILESTRADIOL,FUCSIA MINUS
MEDICAMENTO,FULVESTRANTO,25/05/2015,GENERICO,100431132.0,01/05/2025,25351711345201447,ANTINEOPLASICO,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,FULVESTRANTO,FULVESTRANTO
MEDICAMENTO,FULVESTRANTO,22/01/2018,GENERICO,155730038.0,01/01/2028,25351227487201610,ANTINEOPLASICO,05333542000108 - TEVA FARMACÊUTICA LTDA.,VÁLIDO,FULVESTRANTO,FULVESTRANTO
MEDICAMENTO,FULVY,07/06/2021,SIMILAR,155370098.0,01/06/2031,25351424029202167,AGENTES ANTINEOPLÁSICOS,64171697000146 - ACCORD FARMACÊUTICA LTDA,VÁLIDO,FULVESTRANTO,FULVY
MEDICAMENTO,FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA,01/06/2009,GENERICO,156490004.0,01/06/2029,25351463257200702,DIURETICOS ASSOCIADOS A BETABLOQUEADORES,05399786000185 - UNICHEM FARMACÊUTICA DO BRASIL LTDA,VÁLIDO,HIDROCLOROTIAZIDA +  HEMIFUMARATO DE BISOPROLOL,FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA
MEDICAMENTO,FUMARATO DE CETOTIFENO,01/04/2004,GENERICO,102350668.0,01/04/2029,25351062344200312,ANTIASMATICOS,57507378000365 - EMS S/A,VÁLIDO,FUMARATO DE CETOTIFENO,FUMARATO DE CETOTIFENO
MEDICAMENTO,FUMARATO DE CETOTIFENO,23/06/2004,GENERICO,105830338.0,01/06/2029,25351062337200311,OUTROS MEDICAMENTOS ANTIASMATICOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,FUMARATO DE CETOTIFENO,FUMARATO DE CETOTIFENO
MEDICAMENTO,FUMARATO DE CETOTIFENO,13/11/2006,GENERICO,103700501.0,01/11/2026,25351223869200675,OUTROS MEDICAMENTOS ANTIASMATICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,FUMARATO DE CETOTIFENO,FUMARATO DE CETOTIFENO
MEDICAMENTO,FUMARATO DE CETOTIFENO,06/08/2007,GENERICO,113430146.0,01/08/2027,25351519622200651,OUTROS MEDICAMENTOS ANTIASMATICOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,FUMARATO DE CETOTIFENO,FUMARATO DE CETOTIFENO
MEDICAMENTO,FUMARATO DE CETOTIFENO,14/05/2012,GENERICO,125680233.0,01/05/2027,25351147796201112,OUTROS MEDICAMENTOS ANTIASMATICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,FUMARATO DE CETOTIFENO,FUMARATO DE CETOTIFENO
MEDICAMENTO,FUMARATO DE QUETIAPINA,12/08/2013,GENERICO,103700596.0,01/08/2028,25351415999201013,ANTIPSICOTICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,HEMIFUMARATO DE QUETIAPINA,FUMARATO DE QUETIAPINA
MEDICAMENTO,FUMARATO DE QUETIAPINA,21/01/2019,GENERICO,105730611.0,01/06/2026,25351849408201861,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,HEMIFUMARATO DE QUETIAPINA,FUMARATO DE QUETIAPINA
MEDICAMENTO,FUMARATO DE TENOFOVIR DESOPROXILA,07/02/2011,GENERICO,112090136.0,01/02/2026,25351405247201019,ANTIRETROVIRAL,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,FUMARATO DE TENOFOVIR DESOPROXILA,FUMARATO DE TENOFOVIR DESOPROXILA
MEDICAMENTO,FUMARATO DE TENOFOVIR DESOPROXILA,01/08/2011,GENERICO,102980388.0,01/08/2026,25351543138201060,ANTIRETROVIRAL,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,FUMARATO DE TENOFOVIR DESOPROXILA,FUMARATO DE TENOFOVIR DESOPROXILA
MEDICAMENTO,FUMARATO DE TENOFOVIR DESOPROXILA,24/08/2011,GENERICO,101830150.0,01/08/2026,25351628801201081,ANTIRETROVIRAL,10877926000113 - LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG,VÁLIDO,FUMARATO DE TENOFOVIR DESOPROXILA,FUMARATO DE TENOFOVIR DESOPROXILA
MEDICAMENTO,FUMARATO DE TENOFOVIR DESOPROXILA+LAMIVUDINA,31/03/2014,GENERICO,110630135.0,01/03/2029,25351392117201389,ANTIRETROVIRAL,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,VÁLIDO,LAMIVUDINA +  FUMARATO DE TENOFOVIR DESOPROXILA,FUMARATO DE TENOFOVIR DESOPROXILA+LAMIVUDINA
MEDICAMENTO,FUNCHICÓREA,29/09/1980,FITOTERAPICO,105340002.0,01/09/2025,2599100857380,ANTIESPASMODICOS,21549522000117 - LABORATÓRIO MELPOEJO,VÁLIDO,CICHORIUM INTYBUS +  RHEUM PALMATUM L.,FUNCHICOREA
MEDICAMENTO,FUNED - CARBAMAZEPINA,29/02/2000,SIMILAR,112090116.0,01/02/2025,250000010299971,ANTICONVULSIVANTES,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,CARBAMAZEPINA,FUNED - CARBAMAZEPINA
MEDICAMENTO,FUNED - FENITOÍNA,24/11/2000,SIMILAR,112090023.0,01/12/2026,2500000589886,ANTICONVULSIVANTES,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,FENITOINA,FUNED - FENITOINA
MEDICAMENTO,FUNED - TALIDOMIDA,13/02/1998,SIMILAR,112090031.0,01/12/2026,2500000433584,HANSENOSTATICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,TALIDOMIDA,FUNED - TALIDOMIDA
MEDICAMENTO,FUNED CETOCONAZOL,22/10/2007,SIMILAR,112090127.0,01/10/2027,25351268667200733,ANTIMICOTICOS PARA USO TOPICO,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,CETOCONAZOL,FUNED CETOCONAZOL
MEDICAMENTO,FUNED DONEPEZILA,21/05/2012,SIMILAR,112090137.0,01/05/2027,25351223627201108,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,CLORIDRATO DE DONEPEZILA,FUNED DONEPEZILA
MEDICAMENTO,FUNED METFORMINA,27/10/2008,SIMILAR,112090129.0,01/10/2028,25351323338200762,ANTIDIABETICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,CLORIDRATO DE METFORMINA,FUNED METFORMINA
MEDICAMENTO,FUNED METILDOPA,01/02/2001,SIMILAR,112090026.0,01/12/2026,2500000305985,ANTI-HIPERTENSIVOS SIMPLES,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,ALFA METILDOPA,FUNED METILDOPA
MEDICAMENTO,FUNED PARACETAMOL,29/04/1998,SIMILAR,112090094.0,01/04/2028,250000281239788,ANALGESICOS NAO NARCOTICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,PARACETAMOL,FUNED PARACETAMOL
MEDICAMENTO,FUNED PREDNISONA,10/08/2015,SIMILAR,112090139.0,01/07/2025,25351535585200937,GLICOCORTICOIDES SISTEMICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,PREDNISONA,FUNED PREDNISONA
MEDICAMENTO,FUNED ÁCIDO FÓLICO,28/11/2000,ESPECIFICO,112090018.0,01/12/2026,2500000422585,ANTIANEMICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,ACIDO FOLICO,FUNED ACIDO FOLICO
MEDICAMENTO,FUNED- Dexclorfeniramina,10/09/2007,SIMILAR,112090126.0,01/09/2027,25351491024200619,ANTIALERGICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,MALEATO DE DEXCLORFENIRAMINA,FUNED- DEXCLORFENIRAMINA
MEDICAMENTO,FUNED-CAPTOPRIL,28/11/2000,SIMILAR,112090093.0,01/04/2028,2500002812297,ANTI-HIPERTENSIVOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,CAPTOPRIL,FUNED-CAPTOPRIL
MEDICAMENTO,FUNED-GLIBENCLAMIDA,20/12/1999,SIMILAR,112090114.0,01/12/2009,250000010339948,ANTIDIABETICOS,17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED,VÁLIDO,GLIBENCLAMIDA,FUNED-GLIBENCLAMIDA
MEDICAMENTO,FUNGICORT,25/05/2000,SIMILAR,115600052.0,01/05/2025,250000045349940,ANTIMICOTICOS PARA USO TOPICO,17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,VÁLIDO,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA,FUNGICORT
MEDICAMENTO,FUNGILAB,16/05/2003,SIMILAR,138410016.0,01/05/2008,25351224983200299,ANTIMICOTICO,02456955000183 - NATULAB LABORATÓRIO S.A,VÁLIDO,CETOCONAZOL,FUNGILAB
MEDICAMENTO,FUNGIROX,23/04/2018,SIMILAR,105500192.0,01/04/2028,25351394207201729,ANTIMICOTICOS PARA USO TOPICO,48396378000182 - UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,CICLOPIROX,FUNGIROX
MEDICAMENTO,FUNGISTEN,21/01/2002,SIMILAR,105350121.0,01/01/2027,253510120590173,ANTIMICOTICOS PARA USO TOPICO,17115437000173 - LABORATÓRIO GLOBO SA,VÁLIDO,CLOTRIMAZOL,FUNGISTEN
MEDICAMENTO,FUNGITRIN,16/05/2000,SIMILAR,103920054.0,01/05/2025,250000164729991,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,VÁLIDO,ANFOTERICINA B +  CLORIDRATO DE TETRACICLINA,FUNGITRIN
MEDICAMENTO,FUNGONAZOL,28/06/2000,SIMILAR,109170062.0,01/06/2025,250000112829979,ANTIMICOTICO,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,VÁLIDO,CETOCONAZOL,FUNGONAZOL
MEDICAMENTO,FUNOK,13/08/2018,SIMILAR,126750327.0,01/08/2028,25351544234201761,ANTIMICOTICO,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,ITRACONAZOL,FUNOK
MEDICAMENTO,FUNTYL,02/01/2002,SIMILAR,102980297.0,01/12/2026,253510258570147,ANTIMICOTICO,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,CLORIDRATO DE TERBINAFINA,FUNTYL
MEDICAMENTO,FURACIN,20/07/2015,NOVO,178170781.0,01/01/2029,25351262344201540,ANTINFECCIOSOS TOPICOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,VÁLIDO,NITROFURAL,FURACIN
MEDICAMENTO,FUROATO DE MOMETASONA,24/10/2005,GENERICO,102350790.0,01/10/2025,25351309180200556,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,57507378000365 - EMS S/A,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROATO DE MOMETASONA,24/10/2005,GENERICO,105830484.0,01/10/2025,25351309111200542,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROATO DE MOMETASONA,24/10/2005,GENERICO,105830485.0,01/10/2025,25351320146200532,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROATO DE MOMETASONA,29/11/2010,GENERICO,172870104.0,01/11/2015,25351376333200972,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,02932074000191 - HYPERA S.A.,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROATO DE MOMETASONA,06/02/2012,GENERICO,155840228.0,01/11/2025,25351539202201126,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROATO DE MOMETASONA,22/06/2015,GENERICO,183260208.0,01/06/2027,25351679730201410,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROATO DE MOMETASONA,22/06/2015,GENERICO,183260221.0,01/03/2027,25351677790201410,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,FUROATO DE MOMETASONA,FUROATO DE MOMETASONA
MEDICAMENTO,FUROSANTISA,23/07/2001,SIMILAR,101860018.0,01/06/2029,2500101039678,DIURETICOS ASSOC  A OUTROS FARMACOS EXCL  ANTI-HIPERTENSIVOS,04099395000182 - SANTISA LABORATÓRIO FARMACÊUTICO S/A,VÁLIDO,FUROSEMIDA,FUROSANTISA
MEDICAMENTO,FUROSEMIDA,03/02/2000,GENERICO,103700277.0,01/02/2030,250000008130077,DIURETICOS SIMPLES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,19/03/2001,GENERICO,103870038.0,01/03/2026,253510013030191,DIURETICOS SIMPLES,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,31/10/2001,GENERICO,103700343.0,01/10/2026,253510313220033,DIURETICOS SIMPLES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,09/01/2002,GENERICO,103110084.0,01/01/2027,253510273930159,DIURETICOS SIMPLES,01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,20/12/2002,SIMILAR,146950033.0,01/12/2007,253510395820129,DIURETICOS,02195505000184 - LABORATÓRIO INDUSTRIAL E FARMACÊUTICO BUCAR LTDA,VÁLIDO,NAN,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,18/02/2008,GENERICO,113430153.0,01/02/2028,25351044774200778,DIURETICOS SIMPLES,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,02/06/2008,GENERICO,125680195.0,01/06/2028,25351358607200710,DIURETICOS SIMPLES,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,10/02/2016,GENERICO,101860032.0,01/02/2026,25351682249201484,DIURETICOS ASSOC  A OUTROS FARMACOS EXCL  ANTI-HIPERTENSIVOS,04099395000182 - SANTISA LABORATÓRIO FARMACÊUTICO S/A,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,18/04/2016,GENERICO,155840500.0,01/04/2026,25351010598201191,DIURETICOS SIMPLES,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,14/01/2019,GENERICO,105730582.0,01/04/2026,25351691222201814,DIURETICOS SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,FUROSEMIDA,FUROSEMIDA
MEDICAMENTO,FUROSEMIDA,28/01/2019,NOVO,183260299.0,01/01/2029,25351803929201871,DIURETICOS SIMPLES,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,FUROSEMIDA,FUROSEMIDA
